时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号,
"2026-01-21 16:03:26.860",0.400,"灭火器把手",2.840,0.690,0.500,2.592,0.590,0.735,"T1",
"2026-01-21 16:03:26.961",0.400,"灭火器把手",2.840,0.690,0.500,2.624,0.585,0.717,"T1",
"2026-01-21 16:03:27.060",0.400,"灭火器把手",2.840,0.690,0.500,2.651,0.647,0.665,"T1",
"2026-01-21 16:03:27.160",0.400,"灭火器把手",2.840,0.690,0.500,2.678,0.640,0.641,"T1",
"2026-01-21 16:03:27.260",0.400,"灭火器把手",2.840,0.690,0.500,2.701,0.635,0.616,"T1",
"2026-01-21 16:03:27.360",0.400,"灭火器把手",2.840,0.690,0.500,2.725,0.628,0.581,"T1",
"2026-01-21 16:03:27.460",0.400,"灭火器把手",2.840,0.690,0.500,2.736,0.638,0.594,"T1",
"2026-01-21 16:03:27.559",0.400,"油箱顶部",2.860,0.420,0.250,2.762,0.629,0.551,"T1",
"2026-01-21 16:03:27.559",0.400,"灭火器把手",2.840,0.690,0.500,2.762,0.629,0.551,"T1",
"2026-01-21 16:03:27.661",0.400,"油箱顶部",2.860,0.420,0.250,2.785,0.622,0.514,"T1",
"2026-01-21 16:03:27.661",0.400,"灭火器把手",2.840,0.690,0.500,2.785,0.622,0.514,"T1",
"2026-01-21 16:03:27.760",0.400,"油箱顶部",2.860,0.420,0.250,2.804,0.617,0.483,"T1",
"2026-01-21 16:03:27.760",0.400,"灭火器把手",2.840,0.690,0.500,2.804,0.617,0.483,"T1",
"2026-01-21 16:03:27.810",0.400,"灭火器把手",2.840,0.690,0.500,3.183,0.733,0.331,"T0",
"2026-01-21 16:03:27.860",0.400,"油箱顶部",2.860,0.420,0.250,2.820,0.611,0.455,"T1",
"2026-01-21 16:03:27.860",0.400,"灭火器把手",2.840,0.690,0.500,2.820,0.611,0.455,"T1",
"2026-01-21 16:03:27.912",0.400,"灭火器把手",2.840,0.690,0.500,3.156,0.730,0.332,"T0",
"2026-01-21 16:03:27.960",0.400,"油箱顶部",2.860,0.420,0.250,2.833,0.606,0.433,"T1",
"2026-01-21 16:03:27.960",0.400,"灭火器把手",2.840,0.690,0.500,2.833,0.606,0.433,"T1",
"2026-01-21 16:03:28.010",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.729,0.333,"T0",
"2026-01-21 16:03:28.060",0.400,"油箱顶部",2.860,0.420,0.250,2.844,0.603,0.415,"T1",
"2026-01-21 16:03:28.060",0.400,"灭火器把手",2.840,0.690,0.500,2.844,0.603,0.415,"T1",
"2026-01-21 16:03:28.111",0.400,"灭火器把手",2.840,0.690,0.500,3.114,0.729,0.331,"T0",
"2026-01-21 16:03:28.160",0.400,"油箱顶部",2.860,0.420,0.250,2.852,0.601,0.400,"T1",
"2026-01-21 16:03:28.160",0.400,"灭火器把手",2.840,0.690,0.500,2.852,0.601,0.400,"T1",
"2026-01-21 16:03:28.210",0.400,"油箱顶部",2.860,0.420,0.250,3.099,0.729,0.323,"T0",
"2026-01-21 16:03:28.210",0.400,"灭火器把手",2.840,0.690,0.500,3.099,0.729,0.323,"T0",
"2026-01-21 16:03:28.259",0.400,"油箱顶部",2.860,0.420,0.250,2.855,0.602,0.388,"T1",
"2026-01-21 16:03:28.259",0.400,"灭火器把手",2.840,0.690,0.500,2.855,0.602,0.388,"T1",
"2026-01-21 16:03:28.311",0.400,"油箱顶部",2.860,0.420,0.250,3.095,0.728,0.319,"T0",
"2026-01-21 16:03:28.311",0.400,"灭火器把手",2.840,0.690,0.500,3.095,0.728,0.319,"T0",
"2026-01-21 16:03:28.361",0.400,"油箱顶部",2.860,0.420,0.250,2.854,0.602,0.379,"T1",
"2026-01-21 16:03:28.361",0.400,"灭火器把手",2.840,0.690,0.500,2.854,0.602,0.379,"T1",
"2026-01-21 16:03:28.410",0.400,"油箱顶部",2.860,0.420,0.250,3.095,0.728,0.310,"T0",
"2026-01-21 16:03:28.410",0.400,"灭火器把手",2.840,0.690,0.500,3.095,0.728,0.310,"T0",
"2026-01-21 16:03:28.461",0.400,"油箱顶部",2.860,0.420,0.250,2.851,0.601,0.367,"T1",
"2026-01-21 16:03:28.461",0.400,"灭火器把手",2.840,0.690,0.500,2.851,0.601,0.367,"T1",
"2026-01-21 16:03:28.510",0.400,"灭火器把手",2.840,0.690,0.500,3.115,0.728,0.301,"T0",
"2026-01-21 16:03:28.560",0.400,"油箱顶部",2.860,0.420,0.250,2.844,0.603,0.362,"T1",
"2026-01-21 16:03:28.560",0.400,"灭火器把手",2.840,0.690,0.500,2.844,0.603,0.362,"T1",
"2026-01-21 16:03:28.610",0.400,"灭火器把手",2.840,0.690,0.500,3.127,0.729,0.298,"T0",
"2026-01-21 16:03:28.660",0.400,"油箱顶部",2.860,0.420,0.250,2.831,0.604,0.360,"T1",
"2026-01-21 16:03:28.660",0.400,"灭火器把手",2.840,0.690,0.500,2.831,0.604,0.360,"T1",
"2026-01-21 16:03:28.710",0.400,"灭火器把手",2.840,0.690,0.500,3.151,0.732,0.301,"T0",
"2026-01-21 16:03:28.760",0.400,"油箱顶部",2.860,0.420,0.250,2.809,0.608,0.362,"T1",
"2026-01-21 16:03:28.760",0.400,"灭火器把手",2.840,0.690,0.500,2.809,0.608,0.362,"T1",
"2026-01-21 16:03:28.811",0.400,"灭火器把手",2.840,0.690,0.500,3.183,0.738,0.304,"T0",
"2026-01-21 16:03:28.860",0.400,"油箱顶部",2.860,0.420,0.250,2.783,0.613,0.228,"T1",
"2026-01-21 16:03:28.860",0.400,"灭火器把手",2.840,0.690,0.500,2.783,0.613,0.228,"T1",
"2026-01-21 16:03:28.960",0.400,"油箱顶部",2.860,0.420,0.250,2.755,0.620,0.088,"T1",
"2026-01-21 16:03:29.060",0.400,"油箱顶部",2.860,0.420,0.250,2.725,0.629,-0.047,"T1",
"2026-01-21 16:03:29.660",0.400,"油箱顶部",2.860,0.420,0.250,2.653,0.654,0.121,"T1",
"2026-01-21 16:03:29.760",0.400,"油箱顶部",2.860,0.420,0.250,2.666,0.648,0.265,"T1",
"2026-01-21 16:03:29.760",0.400,"灭火器把手",2.840,0.690,0.500,2.666,0.648,0.265,"T1",
"2026-01-21 16:03:29.861",0.400,"油箱顶部",2.860,0.420,0.250,2.684,0.644,0.407,"T1",
"2026-01-21 16:03:29.861",0.400,"灭火器把手",2.840,0.690,0.500,2.684,0.644,0.407,"T1",
"2026-01-21 16:03:29.960",0.400,"油箱顶部",2.860,0.420,0.250,2.709,0.639,0.396,"T1",
"2026-01-21 16:03:29.960",0.400,"灭火器把手",2.840,0.690,0.500,2.709,0.639,0.396,"T1",
"2026-01-21 16:03:30.011",0.400,"灭火器把手",2.840,0.690,0.500,3.206,0.759,0.423,"T0",
"2026-01-21 16:03:30.060",0.400,"油箱顶部",2.860,0.420,0.250,2.737,0.638,0.387,"T1",
"2026-01-21 16:03:30.060",0.400,"灭火器把手",2.840,0.690,0.500,2.737,0.638,0.387,"T1",
"2026-01-21 16:03:30.111",0.400,"灭火器把手",2.840,0.690,0.500,3.177,0.758,0.433,"T0",
"2026-01-21 16:03:30.161",0.400,"油箱顶部",2.860,0.420,0.250,2.764,0.640,0.383,"T1",
"2026-01-21 16:03:30.161",0.400,"灭火器把手",2.840,0.690,0.500,2.764,0.640,0.383,"T1",
"2026-01-21 16:03:30.210",0.400,"灭火器把手",2.840,0.690,0.500,3.161,0.761,0.430,"T0",
"2026-01-21 16:03:30.260",0.400,"油箱顶部",2.860,0.420,0.250,2.793,0.643,0.382,"T1",
"2026-01-21 16:03:30.260",0.400,"灭火器把手",2.840,0.690,0.500,2.793,0.643,0.382,"T1",
"2026-01-21 16:03:30.310",0.400,"灭火器把手",2.840,0.690,0.500,3.150,0.770,0.418,"T0",
"2026-01-21 16:03:30.361",0.400,"油箱顶部",2.860,0.420,0.250,2.823,0.648,0.381,"T1",
"2026-01-21 16:03:30.361",0.400,"灭火器把手",2.840,0.690,0.500,2.823,0.648,0.381,"T1",
"2026-01-21 16:03:30.410",0.400,"灭火器把手",2.840,0.690,0.500,3.141,0.780,0.405,"T0",
"2026-01-21 16:03:30.459",0.400,"油箱顶部",2.860,0.420,0.250,2.847,0.655,0.370,"T1",
"2026-01-21 16:03:30.459",0.400,"灭火器把手",2.840,0.690,0.500,2.847,0.655,0.370,"T1",
"2026-01-21 16:03:30.509",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.803,0.333,"T0",
"2026-01-21 16:03:30.559",0.400,"油箱顶部",2.860,0.420,0.250,2.864,0.664,0.359,"T1",
"2026-01-21 16:03:30.559",0.400,"灭火器把手",2.840,0.690,0.500,2.864,0.664,0.359,"T1",
"2026-01-21 16:03:30.609",0.400,"灭火器把手",2.840,0.690,0.500,3.133,0.816,0.314,"T0",
"2026-01-21 16:03:30.660",0.400,"油箱顶部",2.860,0.420,0.250,2.878,0.667,0.348,"T1",
"2026-01-21 16:03:30.660",0.400,"灭火器把手",2.840,0.690,0.500,2.878,0.667,0.348,"T1",
"2026-01-21 16:03:30.710",0.400,"灭火器把手",2.840,0.690,0.500,3.130,0.830,0.295,"T0",
"2026-01-21 16:03:30.761",0.400,"油箱顶部",2.860,0.420,0.250,2.890,0.670,0.328,"T1",
"2026-01-21 16:03:30.762",0.400,"灭火器把手",2.840,0.690,0.500,2.890,0.670,0.328,"T1",
"2026-01-21 16:03:30.811",0.400,"灭火器把手",2.840,0.690,0.500,3.119,0.844,0.283,"T0",
"2026-01-21 16:03:30.860",0.400,"油箱顶部",2.860,0.420,0.250,2.897,0.672,0.312,"T1",
"2026-01-21 16:03:30.860",0.400,"灭火器把手",2.840,0.690,0.500,2.897,0.672,0.312,"T1",
"2026-01-21 16:03:30.959",0.400,"油箱顶部",2.860,0.420,0.250,2.897,0.669,0.298,"T1",
"2026-01-21 16:03:30.959",0.400,"灭火器把手",2.840,0.690,0.500,2.897,0.669,0.298,"T1",
"2026-01-21 16:03:31.009",0.400,"灭火器把手",2.840,0.690,0.500,3.107,0.852,0.281,"T0",
"2026-01-21 16:03:31.060",0.400,"油箱顶部",2.860,0.420,0.250,2.897,0.662,0.295,"T1",
"2026-01-21 16:03:31.060",0.400,"灭火器把手",2.840,0.690,0.500,2.897,0.662,0.295,"T1",
"2026-01-21 16:03:31.111",0.400,"灭火器把手",2.840,0.690,0.500,3.094,0.855,0.292,"T0",
"2026-01-21 16:03:31.161",0.400,"油箱顶部",2.860,0.420,0.250,2.899,0.651,0.304,"T1",
"2026-01-21 16:03:31.161",0.400,"灭火器把手",2.840,0.690,0.500,2.899,0.651,0.304,"T1",
"2026-01-21 16:03:31.210",0.400,"灭火器把手",2.840,0.690,0.500,3.084,0.844,0.366,"T0",
"2026-01-21 16:03:31.259",0.400,"油箱顶部",2.860,0.420,0.250,2.898,0.640,0.317,"T1",
"2026-01-21 16:03:31.259",0.400,"灭火器把手",2.840,0.690,0.500,2.898,0.640,0.317,"T1",
"2026-01-21 16:03:31.311",0.400,"灭火器把手",2.840,0.690,0.500,3.075,0.842,0.387,"T0",
"2026-01-21 16:03:31.360",0.400,"油箱顶部",2.860,0.420,0.250,2.894,0.629,0.341,"T1",
"2026-01-21 16:03:31.360",0.400,"灭火器把手",2.840,0.690,0.500,2.894,0.629,0.341,"T1",
"2026-01-21 16:03:31.411",0.400,"灭火器把手",2.840,0.690,0.500,3.075,0.833,0.417,"T0",
"2026-01-21 16:03:31.460",0.400,"油箱顶部",2.860,0.420,0.250,2.889,0.620,0.360,"T1",
"2026-01-21 16:03:31.460",0.400,"灭火器把手",2.840,0.690,0.500,2.889,0.620,0.360,"T1",
"2026-01-21 16:03:31.510",0.400,"灭火器把手",2.840,0.690,0.500,3.080,0.822,0.449,"T0",
"2026-01-21 16:03:31.561",0.400,"油箱顶部",2.860,0.420,0.250,2.883,0.613,0.380,"T1",
"2026-01-21 16:03:31.561",0.400,"灭火器把手",2.840,0.690,0.500,2.883,0.613,0.380,"T1",
"2026-01-21 16:03:31.609",0.400,"灭火器把手",2.840,0.690,0.500,3.087,0.811,0.480,"T0",
"2026-01-21 16:03:31.660",0.400,"油箱顶部",2.860,0.420,0.250,2.875,0.610,0.393,"T1",
"2026-01-21 16:03:31.660",0.400,"灭火器把手",2.840,0.690,0.500,2.875,0.610,0.393,"T1",
"2026-01-21 16:03:31.710",0.400,"灭火器把手",2.840,0.690,0.500,3.093,0.801,0.504,"T0",
"2026-01-21 16:03:31.759",0.400,"油箱顶部",2.860,0.420,0.250,2.866,0.609,0.397,"T1",
"2026-01-21 16:03:31.759",0.400,"灭火器把手",2.840,0.690,0.500,2.866,0.609,0.397,"T1",
"2026-01-21 16:03:31.810",0.400,"灭火器把手",2.840,0.690,0.500,3.099,0.793,0.525,"T0",
"2026-01-21 16:03:31.910",0.400,"灭火器把手",2.840,0.690,0.500,3.107,0.785,0.542,"T0",
"2026-01-21 16:03:31.960",0.400,"油箱顶部",2.860,0.420,0.250,2.859,0.608,0.398,"T1",
"2026-01-21 16:03:31.960",0.400,"灭火器把手",2.840,0.690,0.500,2.859,0.608,0.398,"T1",
"2026-01-21 16:03:32.010",0.400,"灭火器把手",2.840,0.690,0.500,3.112,0.779,0.558,"T0",
"2026-01-21 16:03:32.061",0.400,"油箱顶部",2.860,0.420,0.250,2.854,0.608,0.394,"T1",
"2026-01-21 16:03:32.061",0.400,"灭火器把手",2.840,0.690,0.500,2.854,0.608,0.394,"T1",
"2026-01-21 16:03:32.110",0.400,"灭火器把手",2.840,0.690,0.500,3.118,0.774,0.573,"T0",
"2026-01-21 16:03:32.161",0.400,"油箱顶部",2.860,0.420,0.250,2.851,0.608,0.393,"T1",
"2026-01-21 16:03:32.161",0.400,"灭火器把手",2.840,0.690,0.500,2.851,0.608,0.393,"T1",
"2026-01-21 16:03:32.210",0.400,"灭火器把手",2.840,0.690,0.500,3.122,0.770,0.583,"T0",
"2026-01-21 16:03:32.259",0.400,"油箱顶部",2.860,0.420,0.250,2.850,0.607,0.388,"T1",
"2026-01-21 16:03:32.259",0.400,"灭火器把手",2.840,0.690,0.500,2.850,0.607,0.388,"T1",
"2026-01-21 16:03:32.309",0.400,"灭火器把手",2.840,0.690,0.500,3.127,0.767,0.592,"T0",
"2026-01-21 16:03:32.360",0.400,"油箱顶部",2.860,0.420,0.250,2.851,0.606,0.383,"T1",
"2026-01-21 16:03:32.360",0.400,"灭火器把手",2.840,0.690,0.500,2.851,0.606,0.383,"T1",
"2026-01-21 16:03:32.410",0.400,"灭火器把手",2.840,0.690,0.500,3.130,0.762,0.600,"T0",
"2026-01-21 16:03:32.460",0.400,"油箱顶部",2.860,0.420,0.250,2.851,0.603,0.378,"T1",
"2026-01-21 16:03:32.460",0.400,"灭火器把手",2.840,0.690,0.500,2.851,0.603,0.378,"T1",
"2026-01-21 16:03:32.510",0.400,"灭火器把手",2.840,0.690,0.500,3.130,0.760,0.609,"T0",
"2026-01-21 16:03:32.559",0.400,"油箱顶部",2.860,0.420,0.250,2.850,0.603,0.375,"T1",
"2026-01-21 16:03:32.559",0.400,"灭火器把手",2.840,0.690,0.500,2.850,0.603,0.375,"T1",
"2026-01-21 16:03:32.610",0.400,"灭火器把手",2.840,0.690,0.500,3.133,0.759,0.615,"T0",
"2026-01-21 16:03:32.660",0.400,"油箱顶部",2.860,0.420,0.250,2.848,0.602,0.372,"T1",
"2026-01-21 16:03:32.660",0.400,"灭火器把手",2.840,0.690,0.500,2.848,0.602,0.372,"T1",
"2026-01-21 16:03:32.709",0.400,"灭火器把手",2.840,0.690,0.500,3.133,0.758,0.617,"T0",
"2026-01-21 16:03:32.760",0.400,"油箱顶部",2.860,0.420,0.250,2.848,0.601,0.366,"T1",
"2026-01-21 16:03:32.760",0.400,"灭火器把手",2.840,0.690,0.500,2.848,0.601,0.366,"T1",
"2026-01-21 16:03:32.810",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.756,0.622,"T0",
"2026-01-21 16:03:32.860",0.400,"油箱顶部",2.860,0.420,0.250,2.848,0.601,0.364,"T1",
"2026-01-21 16:03:32.860",0.400,"灭火器把手",2.840,0.690,0.500,2.848,0.601,0.364,"T1",
"2026-01-21 16:03:32.911",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.755,0.625,"T0",
"2026-01-21 16:03:32.960",0.400,"油箱顶部",2.860,0.420,0.250,2.847,0.600,0.358,"T1",
"2026-01-21 16:03:32.960",0.400,"灭火器把手",2.840,0.690,0.500,2.847,0.600,0.358,"T1",
"2026-01-21 16:03:33.011",0.400,"灭火器把手",2.840,0.690,0.500,3.131,0.755,0.629,"T0",
"2026-01-21 16:03:33.059",0.400,"油箱顶部",2.860,0.420,0.250,2.848,0.599,0.354,"T1",
"2026-01-21 16:03:33.060",0.400,"灭火器把手",2.840,0.690,0.500,2.848,0.599,0.354,"T1",
"2026-01-21 16:03:33.110",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.751,0.630,"T0",
"2026-01-21 16:03:33.161",0.400,"油箱顶部",2.860,0.420,0.250,2.847,0.599,0.346,"T1",
"2026-01-21 16:03:33.161",0.400,"灭火器把手",2.840,0.690,0.500,2.847,0.599,0.346,"T1",
"2026-01-21 16:03:33.209",0.400,"灭火器把手",2.840,0.690,0.500,3.131,0.749,0.627,"T0",
"2026-01-21 16:03:33.260",0.400,"油箱顶部",2.860,0.420,0.250,2.846,0.599,0.342,"T1",
"2026-01-21 16:03:33.260",0.400,"灭火器把手",2.840,0.690,0.500,2.846,0.599,0.342,"T1",
"2026-01-21 16:03:33.311",0.400,"灭火器把手",2.840,0.690,0.500,3.132,0.747,0.627,"T0",
"2026-01-21 16:03:33.360",0.400,"油箱顶部",2.860,0.420,0.250,2.845,0.599,0.339,"T1",
"2026-01-21 16:03:33.360",0.400,"灭火器把手",2.840,0.690,0.500,2.845,0.599,0.339,"T1",
"2026-01-21 16:03:33.411",0.400,"灭火器把手",2.840,0.690,0.500,3.133,0.746,0.623,"T0",
"2026-01-21 16:03:33.460",0.400,"油箱顶部",2.860,0.420,0.250,2.841,0.597,0.340,"T1",
"2026-01-21 16:03:33.460",0.400,"灭火器把手",2.840,0.690,0.500,2.841,0.597,0.340,"T1",
"2026-01-21 16:03:33.510",0.400,"灭火器把手",2.840,0.690,0.500,3.131,0.745,0.621,"T0",
"2026-01-21 16:03:33.559",0.400,"油箱顶部",2.860,0.420,0.250,2.839,0.598,0.341,"T1",
"2026-01-21 16:03:33.560",0.400,"灭火器把手",2.840,0.690,0.500,2.839,0.598,0.341,"T1",
"2026-01-21 16:03:33.609",0.400,"灭火器把手",2.840,0.690,0.500,3.130,0.746,0.618,"T0",
"2026-01-21 16:03:33.659",0.400,"油箱顶部",2.860,0.420,0.250,2.839,0.599,0.346,"T1",
"2026-01-21 16:03:33.659",0.400,"灭火器把手",2.840,0.690,0.500,2.839,0.599,0.346,"T1",
"2026-01-21 16:03:33.711",0.400,"灭火器把手",2.840,0.690,0.500,3.125,0.751,0.618,"T0",
"2026-01-21 16:03:33.760",0.400,"油箱顶部",2.860,0.420,0.250,2.834,0.603,0.364,"T1",
"2026-01-21 16:03:33.760",0.400,"灭火器把手",2.840,0.690,0.500,2.834,0.603,0.364,"T1",
"2026-01-21 16:03:33.809",0.400,"灭火器把手",2.840,0.690,0.500,3.121,0.756,0.618,"T0",
"2026-01-21 16:03:33.861",0.400,"油箱顶部",2.860,0.420,0.250,2.818,0.614,0.400,"T1",
"2026-01-21 16:03:33.861",0.400,"灭火器把手",2.840,0.690,0.500,2.818,0.614,0.400,"T1",
"2026-01-21 16:03:33.910",0.400,"灭火器把手",2.840,0.690,0.500,3.124,0.762,0.609,"T0",
"2026-01-21 16:03:33.960",0.400,"油箱顶部",2.860,0.420,0.250,2.790,0.635,0.459,"T1",
"2026-01-21 16:03:33.960",0.400,"灭火器把手",2.840,0.690,0.500,2.790,0.635,0.459,"T1",
"2026-01-21 16:03:34.010",0.400,"灭火器把手",2.840,0.690,0.500,3.130,0.769,0.596,"T0",
"2026-01-21 16:03:34.060",0.400,"油箱顶部",2.860,0.420,0.250,2.745,0.667,0.541,"T1",
"2026-01-21 16:03:34.060",0.400,"灭火器把手",2.840,0.690,0.500,2.745,0.667,0.541,"T1",
"2026-01-21 16:03:34.109",0.400,"灭火器把手",2.840,0.690,0.500,3.144,0.776,0.577,"T0",
"2026-01-21 16:03:34.160",0.400,"灭火器把手",2.840,0.690,0.500,2.717,0.696,0.633,"T1",
"2026-01-21 16:03:34.210",0.400,"灭火器把手",2.840,0.690,0.500,3.163,0.781,0.562,"T0",
"2026-01-21 16:03:34.261",0.400,"灭火器把手",2.840,0.690,0.500,2.700,0.720,0.728,"T1",
"2026-01-21 16:03:34.309",0.400,"灭火器把手",2.840,0.690,0.500,3.171,0.780,0.556,"T0",
"2026-01-21 16:03:34.360",0.400,"灭火器把手",2.840,0.690,0.500,2.695,0.728,0.820,"T1",
"2026-01-21 16:03:34.410",0.400,"灭火器把手",2.840,0.690,0.500,3.170,0.780,0.580,"T0",
"2026-01-21 16:03:34.510",0.400,"灭火器把手",2.840,0.690,0.500,3.159,0.778,0.631,"T0",
"2026-01-21 16:03:34.609",0.400,"灭火器把手",2.840,0.690,0.500,3.126,0.772,0.705,"T0",
"2026-01-21 16:03:34.711",0.400,"灭火器把手",2.840,0.690,0.500,3.066,0.757,0.807,"T0",
"2026-01-21 16:03:39.260",0.400,"油箱顶部",2.860,0.420,0.250,2.621,0.257,0.513,"T1",
"2026-01-21 16:03:39.360",0.400,"油箱顶部",2.860,0.420,0.250,2.642,0.278,0.490,"T1",
"2026-01-21 16:03:39.460",0.400,"油箱顶部",2.860,0.420,0.250,2.669,0.288,0.471,"T1",
"2026-01-21 16:03:39.559",0.400,"油箱顶部",2.860,0.420,0.250,2.693,0.290,0.451,"T1",
"2026-01-21 16:03:39.659",0.400,"油箱顶部",2.860,0.420,0.250,2.707,0.292,0.479,"T1",
"2026-01-21 16:03:39.760",0.400,"油箱顶部",2.860,0.420,0.250,2.726,0.276,0.476,"T1",
"2026-01-21 16:03:39.860",0.400,"油箱顶部",2.860,0.420,0.250,2.746,0.262,0.475,"T1",
"2026-01-21 16:03:39.960",0.400,"油箱顶部",2.860,0.420,0.250,2.768,0.248,0.479,"T1",
"2026-01-21 16:03:40.059",0.400,"油箱顶部",2.860,0.420,0.250,2.788,0.243,0.483,"T1",
"2026-01-21 16:03:40.160",0.400,"油箱顶部",2.860,0.420,0.250,2.815,0.248,0.491,"T1",
"2026-01-21 16:03:40.260",0.400,"油箱顶部",2.860,0.420,0.250,2.829,0.260,0.499,"T1",
"2026-01-21 16:03:40.359",0.400,"油箱顶部",2.860,0.420,0.250,2.812,0.307,0.579,"T1",
"2026-01-21 16:03:40.359",0.400,"灭火器把手",2.840,0.690,0.500,2.812,0.307,0.579,"T1",
