时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号
03:26.9,0.4,灭火器把手,2.84,0.69,0.5,2.592,0.59,0.735,T1
03:27.0,0.4,灭火器把手,2.84,0.69,0.5,2.624,0.585,0.717,T1
03:27.1,0.4,灭火器把手,2.84,0.69,0.5,2.651,0.647,0.665,T1
03:27.2,0.4,灭火器把手,2.84,0.69,0.5,2.678,0.64,0.641,T1
03:27.3,0.4,灭火器把手,2.84,0.69,0.5,2.701,0.635,0.616,T1
03:27.4,0.4,灭火器把手,2.84,0.69,0.5,2.725,0.628,0.581,T1
03:27.5,0.4,灭火器把手,2.84,0.69,0.5,2.736,0.638,0.594,T1
03:27.6,0.4,油箱顶部,2.86,0.42,0.25,2.762,0.629,0.551,T1
03:27.6,0.4,灭火器把手,2.84,0.69,0.5,2.762,0.629,0.551,T1
03:27.7,0.4,油箱顶部,2.86,0.42,0.25,2.785,0.622,0.514,T1
03:27.7,0.4,灭火器把手,2.84,0.69,0.5,2.785,0.622,0.514,T1
03:27.8,0.4,油箱顶部,2.86,0.42,0.25,2.804,0.617,0.483,T1
03:27.8,0.4,灭火器把手,2.84,0.69,0.5,2.804,0.617,0.483,T1
03:27.8,0.4,灭火器把手,2.84,0.69,0.5,3.183,0.733,0.331,T0
03:27.9,0.4,油箱顶部,2.86,0.42,0.25,2.82,0.611,0.455,T1
03:27.9,0.4,灭火器把手,2.84,0.69,0.5,2.82,0.611,0.455,T1
03:27.9,0.4,灭火器把手,2.84,0.69,0.5,3.156,0.73,0.332,T0
03:28.0,0.4,油箱顶部,2.86,0.42,0.25,2.833,0.606,0.433,T1
03:28.0,0.4,灭火器把手,2.84,0.69,0.5,2.833,0.606,0.433,T1
03:28.0,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.729,0.333,T0
03:28.1,0.4,油箱顶部,2.86,0.42,0.25,2.844,0.603,0.415,T1
03:28.1,0.4,灭火器把手,2.84,0.69,0.5,2.844,0.603,0.415,T1
03:28.1,0.4,灭火器把手,2.84,0.69,0.5,3.114,0.729,0.331,T0
03:28.2,0.4,油箱顶部,2.86,0.42,0.25,2.852,0.601,0.4,T1
03:28.2,0.4,灭火器把手,2.84,0.69,0.5,2.852,0.601,0.4,T1
03:28.2,0.4,油箱顶部,2.86,0.42,0.25,3.099,0.729,0.323,T0
03:28.2,0.4,灭火器把手,2.84,0.69,0.5,3.099,0.729,0.323,T0
03:28.3,0.4,油箱顶部,2.86,0.42,0.25,2.855,0.602,0.388,T1
03:28.3,0.4,灭火器把手,2.84,0.69,0.5,2.855,0.602,0.388,T1
03:28.3,0.4,油箱顶部,2.86,0.42,0.25,3.095,0.728,0.319,T0
03:28.3,0.4,灭火器把手,2.84,0.69,0.5,3.095,0.728,0.319,T0
03:28.4,0.4,油箱顶部,2.86,0.42,0.25,2.854,0.602,0.379,T1
03:28.4,0.4,灭火器把手,2.84,0.69,0.5,2.854,0.602,0.379,T1
03:28.4,0.4,油箱顶部,2.86,0.42,0.25,3.095,0.728,0.31,T0
03:28.4,0.4,灭火器把手,2.84,0.69,0.5,3.095,0.728,0.31,T0
03:28.5,0.4,油箱顶部,2.86,0.42,0.25,2.851,0.601,0.367,T1
03:28.5,0.4,灭火器把手,2.84,0.69,0.5,2.851,0.601,0.367,T1
03:28.5,0.4,灭火器把手,2.84,0.69,0.5,3.115,0.728,0.301,T0
03:28.6,0.4,油箱顶部,2.86,0.42,0.25,2.844,0.603,0.362,T1
03:28.6,0.4,灭火器把手,2.84,0.69,0.5,2.844,0.603,0.362,T1
03:28.6,0.4,灭火器把手,2.84,0.69,0.5,3.127,0.729,0.298,T0
03:28.7,0.4,油箱顶部,2.86,0.42,0.25,2.831,0.604,0.36,T1
03:28.7,0.4,灭火器把手,2.84,0.69,0.5,2.831,0.604,0.36,T1
03:28.7,0.4,灭火器把手,2.84,0.69,0.5,3.151,0.732,0.301,T0
03:28.8,0.4,油箱顶部,2.86,0.42,0.25,2.809,0.608,0.362,T1
03:28.8,0.4,灭火器把手,2.84,0.69,0.5,2.809,0.608,0.362,T1
03:28.8,0.4,灭火器把手,2.84,0.69,0.5,3.183,0.738,0.304,T0
03:28.9,0.4,油箱顶部,2.86,0.42,0.25,2.783,0.613,0.228,T1
03:28.9,0.4,灭火器把手,2.84,0.69,0.5,2.783,0.613,0.228,T1
03:29.0,0.4,油箱顶部,2.86,0.42,0.25,2.755,0.62,0.088,T1
03:29.1,0.4,油箱顶部,2.86,0.42,0.25,2.725,0.629,-0.047,T1
03:29.7,0.4,油箱顶部,2.86,0.42,0.25,2.653,0.654,0.121,T1
03:29.8,0.4,油箱顶部,2.86,0.42,0.25,2.666,0.648,0.265,T1
03:29.8,0.4,灭火器把手,2.84,0.69,0.5,2.666,0.648,0.265,T1
03:29.9,0.4,油箱顶部,2.86,0.42,0.25,2.684,0.644,0.407,T1
03:29.9,0.4,灭火器把手,2.84,0.69,0.5,2.684,0.644,0.407,T1
03:30.0,0.4,油箱顶部,2.86,0.42,0.25,2.709,0.639,0.396,T1
03:30.0,0.4,灭火器把手,2.84,0.69,0.5,2.709,0.639,0.396,T1
03:30.0,0.4,灭火器把手,2.84,0.69,0.5,3.206,0.759,0.423,T0
03:30.1,0.4,油箱顶部,2.86,0.42,0.25,2.737,0.638,0.387,T1
03:30.1,0.4,灭火器把手,2.84,0.69,0.5,2.737,0.638,0.387,T1
03:30.1,0.4,灭火器把手,2.84,0.69,0.5,3.177,0.758,0.433,T0
03:30.2,0.4,油箱顶部,2.86,0.42,0.25,2.764,0.64,0.383,T1
03:30.2,0.4,灭火器把手,2.84,0.69,0.5,2.764,0.64,0.383,T1
03:30.2,0.4,灭火器把手,2.84,0.69,0.5,3.161,0.761,0.43,T0
03:30.3,0.4,油箱顶部,2.86,0.42,0.25,2.793,0.643,0.382,T1
03:30.3,0.4,灭火器把手,2.84,0.69,0.5,2.793,0.643,0.382,T1
03:30.3,0.4,灭火器把手,2.84,0.69,0.5,3.15,0.77,0.418,T0
03:30.4,0.4,油箱顶部,2.86,0.42,0.25,2.823,0.648,0.381,T1
03:30.4,0.4,灭火器把手,2.84,0.69,0.5,2.823,0.648,0.381,T1
03:30.4,0.4,灭火器把手,2.84,0.69,0.5,3.141,0.78,0.405,T0
03:30.5,0.4,油箱顶部,2.86,0.42,0.25,2.847,0.655,0.37,T1
03:30.5,0.4,灭火器把手,2.84,0.69,0.5,2.847,0.655,0.37,T1
03:30.5,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.803,0.333,T0
03:30.6,0.4,油箱顶部,2.86,0.42,0.25,2.864,0.664,0.359,T1
03:30.6,0.4,灭火器把手,2.84,0.69,0.5,2.864,0.664,0.359,T1
03:30.6,0.4,灭火器把手,2.84,0.69,0.5,3.133,0.816,0.314,T0
03:30.7,0.4,油箱顶部,2.86,0.42,0.25,2.878,0.667,0.348,T1
03:30.7,0.4,灭火器把手,2.84,0.69,0.5,2.878,0.667,0.348,T1
03:30.7,0.4,灭火器把手,2.84,0.69,0.5,3.13,0.83,0.295,T0
03:30.8,0.4,油箱顶部,2.86,0.42,0.25,2.89,0.67,0.328,T1
03:30.8,0.4,灭火器把手,2.84,0.69,0.5,2.89,0.67,0.328,T1
03:30.8,0.4,灭火器把手,2.84,0.69,0.5,3.119,0.844,0.283,T0
03:30.9,0.4,油箱顶部,2.86,0.42,0.25,2.897,0.672,0.312,T1
03:30.9,0.4,灭火器把手,2.84,0.69,0.5,2.897,0.672,0.312,T1
03:31.0,0.4,油箱顶部,2.86,0.42,0.25,2.897,0.669,0.298,T1
03:31.0,0.4,灭火器把手,2.84,0.69,0.5,2.897,0.669,0.298,T1
03:31.0,0.4,灭火器把手,2.84,0.69,0.5,3.107,0.852,0.281,T0
03:31.1,0.4,油箱顶部,2.86,0.42,0.25,2.897,0.662,0.295,T1
03:31.1,0.4,灭火器把手,2.84,0.69,0.5,2.897,0.662,0.295,T1
03:31.1,0.4,灭火器把手,2.84,0.69,0.5,3.094,0.855,0.292,T0
03:31.2,0.4,油箱顶部,2.86,0.42,0.25,2.899,0.651,0.304,T1
03:31.2,0.4,灭火器把手,2.84,0.69,0.5,2.899,0.651,0.304,T1
03:31.2,0.4,灭火器把手,2.84,0.69,0.5,3.084,0.844,0.366,T0
03:31.3,0.4,油箱顶部,2.86,0.42,0.25,2.898,0.64,0.317,T1
03:31.3,0.4,灭火器把手,2.84,0.69,0.5,2.898,0.64,0.317,T1
03:31.3,0.4,灭火器把手,2.84,0.69,0.5,3.075,0.842,0.387,T0
03:31.4,0.4,油箱顶部,2.86,0.42,0.25,2.894,0.629,0.341,T1
03:31.4,0.4,灭火器把手,2.84,0.69,0.5,2.894,0.629,0.341,T1
03:31.4,0.4,灭火器把手,2.84,0.69,0.5,3.075,0.833,0.417,T0
03:31.5,0.4,油箱顶部,2.86,0.42,0.25,2.889,0.62,0.36,T1
03:31.5,0.4,灭火器把手,2.84,0.69,0.5,2.889,0.62,0.36,T1
03:31.5,0.4,灭火器把手,2.84,0.69,0.5,3.08,0.822,0.449,T0
03:31.6,0.4,油箱顶部,2.86,0.42,0.25,2.883,0.613,0.38,T1
03:31.6,0.4,灭火器把手,2.84,0.69,0.5,2.883,0.613,0.38,T1
03:31.6,0.4,灭火器把手,2.84,0.69,0.5,3.087,0.811,0.48,T0
03:31.7,0.4,油箱顶部,2.86,0.42,0.25,2.875,0.61,0.393,T1
03:31.7,0.4,灭火器把手,2.84,0.69,0.5,2.875,0.61,0.393,T1
03:31.7,0.4,灭火器把手,2.84,0.69,0.5,3.093,0.801,0.504,T0
03:31.8,0.4,油箱顶部,2.86,0.42,0.25,2.866,0.609,0.397,T1
03:31.8,0.4,灭火器把手,2.84,0.69,0.5,2.866,0.609,0.397,T1
03:31.8,0.4,灭火器把手,2.84,0.69,0.5,3.099,0.793,0.525,T0
03:31.9,0.4,灭火器把手,2.84,0.69,0.5,3.107,0.785,0.542,T0
03:32.0,0.4,油箱顶部,2.86,0.42,0.25,2.859,0.608,0.398,T1
03:32.0,0.4,灭火器把手,2.84,0.69,0.5,2.859,0.608,0.398,T1
03:32.0,0.4,灭火器把手,2.84,0.69,0.5,3.112,0.779,0.558,T0
03:32.1,0.4,油箱顶部,2.86,0.42,0.25,2.854,0.608,0.394,T1
03:32.1,0.4,灭火器把手,2.84,0.69,0.5,2.854,0.608,0.394,T1
03:32.1,0.4,灭火器把手,2.84,0.69,0.5,3.118,0.774,0.573,T0
03:32.2,0.4,油箱顶部,2.86,0.42,0.25,2.851,0.608,0.393,T1
03:32.2,0.4,灭火器把手,2.84,0.69,0.5,2.851,0.608,0.393,T1
03:32.2,0.4,灭火器把手,2.84,0.69,0.5,3.122,0.77,0.583,T0
03:32.3,0.4,油箱顶部,2.86,0.42,0.25,2.85,0.607,0.388,T1
03:32.3,0.4,灭火器把手,2.84,0.69,0.5,2.85,0.607,0.388,T1
03:32.3,0.4,灭火器把手,2.84,0.69,0.5,3.127,0.767,0.592,T0
03:32.4,0.4,油箱顶部,2.86,0.42,0.25,2.851,0.606,0.383,T1
03:32.4,0.4,灭火器把手,2.84,0.69,0.5,2.851,0.606,0.383,T1
03:32.4,0.4,灭火器把手,2.84,0.69,0.5,3.13,0.762,0.6,T0
03:32.5,0.4,油箱顶部,2.86,0.42,0.25,2.851,0.603,0.378,T1
03:32.5,0.4,灭火器把手,2.84,0.69,0.5,2.851,0.603,0.378,T1
03:32.5,0.4,灭火器把手,2.84,0.69,0.5,3.13,0.76,0.609,T0
03:32.6,0.4,油箱顶部,2.86,0.42,0.25,2.85,0.603,0.375,T1
03:32.6,0.4,灭火器把手,2.84,0.69,0.5,2.85,0.603,0.375,T1
03:32.6,0.4,灭火器把手,2.84,0.69,0.5,3.133,0.759,0.615,T0
03:32.7,0.4,油箱顶部,2.86,0.42,0.25,2.848,0.602,0.372,T1
03:32.7,0.4,灭火器把手,2.84,0.69,0.5,2.848,0.602,0.372,T1
03:32.7,0.4,灭火器把手,2.84,0.69,0.5,3.133,0.758,0.617,T0
03:32.8,0.4,油箱顶部,2.86,0.42,0.25,2.848,0.601,0.366,T1
03:32.8,0.4,灭火器把手,2.84,0.69,0.5,2.848,0.601,0.366,T1
03:32.8,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.756,0.622,T0
03:32.9,0.4,油箱顶部,2.86,0.42,0.25,2.848,0.601,0.364,T1
03:32.9,0.4,灭火器把手,2.84,0.69,0.5,2.848,0.601,0.364,T1
03:32.9,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.755,0.625,T0
03:33.0,0.4,油箱顶部,2.86,0.42,0.25,2.847,0.6,0.358,T1
03:33.0,0.4,灭火器把手,2.84,0.69,0.5,2.847,0.6,0.358,T1
03:33.0,0.4,灭火器把手,2.84,0.69,0.5,3.131,0.755,0.629,T0
03:33.1,0.4,油箱顶部,2.86,0.42,0.25,2.848,0.599,0.354,T1
03:33.1,0.4,灭火器把手,2.84,0.69,0.5,2.848,0.599,0.354,T1
03:33.1,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.751,0.63,T0
03:33.2,0.4,油箱顶部,2.86,0.42,0.25,2.847,0.599,0.346,T1
03:33.2,0.4,灭火器把手,2.84,0.69,0.5,2.847,0.599,0.346,T1
03:33.2,0.4,灭火器把手,2.84,0.69,0.5,3.131,0.749,0.627,T0
03:33.3,0.4,油箱顶部,2.86,0.42,0.25,2.846,0.599,0.342,T1
03:33.3,0.4,灭火器把手,2.84,0.69,0.5,2.846,0.599,0.342,T1
03:33.3,0.4,灭火器把手,2.84,0.69,0.5,3.132,0.747,0.627,T0
03:33.4,0.4,油箱顶部,2.86,0.42,0.25,2.845,0.599,0.339,T1
03:33.4,0.4,灭火器把手,2.84,0.69,0.5,2.845,0.599,0.339,T1
03:33.4,0.4,灭火器把手,2.84,0.69,0.5,3.133,0.746,0.623,T0
03:33.5,0.4,油箱顶部,2.86,0.42,0.25,2.841,0.597,0.34,T1
03:33.5,0.4,灭火器把手,2.84,0.69,0.5,2.841,0.597,0.34,T1
03:33.5,0.4,灭火器把手,2.84,0.69,0.5,3.131,0.745,0.621,T0
03:33.6,0.4,油箱顶部,2.86,0.42,0.25,2.839,0.598,0.341,T1
03:33.6,0.4,灭火器把手,2.84,0.69,0.5,2.839,0.598,0.341,T1
03:33.6,0.4,灭火器把手,2.84,0.69,0.5,3.13,0.746,0.618,T0
03:33.7,0.4,油箱顶部,2.86,0.42,0.25,2.839,0.599,0.346,T1
03:33.7,0.4,灭火器把手,2.84,0.69,0.5,2.839,0.599,0.346,T1
03:33.7,0.4,灭火器把手,2.84,0.69,0.5,3.125,0.751,0.618,T0
03:33.8,0.4,油箱顶部,2.86,0.42,0.25,2.834,0.603,0.364,T1
03:33.8,0.4,灭火器把手,2.84,0.69,0.5,2.834,0.603,0.364,T1
03:33.8,0.4,灭火器把手,2.84,0.69,0.5,3.121,0.756,0.618,T0
03:33.9,0.4,油箱顶部,2.86,0.42,0.25,2.818,0.614,0.4,T1
03:33.9,0.4,灭火器把手,2.84,0.69,0.5,2.818,0.614,0.4,T1
03:33.9,0.4,灭火器把手,2.84,0.69,0.5,3.124,0.762,0.609,T0
03:34.0,0.4,油箱顶部,2.86,0.42,0.25,2.79,0.635,0.459,T1
03:34.0,0.4,灭火器把手,2.84,0.69,0.5,2.79,0.635,0.459,T1
03:34.0,0.4,灭火器把手,2.84,0.69,0.5,3.13,0.769,0.596,T0
03:34.1,0.4,油箱顶部,2.86,0.42,0.25,2.745,0.667,0.541,T1
03:34.1,0.4,灭火器把手,2.84,0.69,0.5,2.745,0.667,0.541,T1
03:34.1,0.4,灭火器把手,2.84,0.69,0.5,3.144,0.776,0.577,T0
03:34.2,0.4,灭火器把手,2.84,0.69,0.5,2.717,0.696,0.633,T1
03:34.2,0.4,灭火器把手,2.84,0.69,0.5,3.163,0.781,0.562,T0
03:34.3,0.4,灭火器把手,2.84,0.69,0.5,2.7,0.72,0.728,T1
03:34.3,0.4,灭火器把手,2.84,0.69,0.5,3.171,0.78,0.556,T0
03:34.4,0.4,灭火器把手,2.84,0.69,0.5,2.695,0.728,0.82,T1
03:34.4,0.4,灭火器把手,2.84,0.69,0.5,3.17,0.78,0.58,T0
03:34.5,0.4,灭火器把手,2.84,0.69,0.5,3.159,0.778,0.631,T0
03:34.6,0.4,灭火器把手,2.84,0.69,0.5,3.126,0.772,0.705,T0
03:34.7,0.4,灭火器把手,2.84,0.69,0.5,3.066,0.757,0.807,T0
03:39.3,0.4,油箱顶部,2.86,0.42,0.25,2.621,0.257,0.513,T1
03:39.4,0.4,油箱顶部,2.86,0.42,0.25,2.642,0.278,0.49,T1
03:39.5,0.4,油箱顶部,2.86,0.42,0.25,2.669,0.288,0.471,T1
03:39.6,0.4,油箱顶部,2.86,0.42,0.25,2.693,0.29,0.451,T1
03:39.7,0.4,油箱顶部,2.86,0.42,0.25,2.707,0.292,0.479,T1
03:39.8,0.4,油箱顶部,2.86,0.42,0.25,2.726,0.276,0.476,T1
03:39.9,0.4,油箱顶部,2.86,0.42,0.25,2.746,0.262,0.475,T1
03:40.0,0.4,油箱顶部,2.86,0.42,0.25,2.768,0.248,0.479,T1
03:40.1,0.4,油箱顶部,2.86,0.42,0.25,2.788,0.243,0.483,T1
03:40.2,0.4,油箱顶部,2.86,0.42,0.25,2.815,0.248,0.491,T1
03:40.3,0.4,油箱顶部,2.86,0.42,0.25,2.829,0.26,0.499,T1
03:40.4,0.4,油箱顶部,2.86,0.42,0.25,2.812,0.307,0.579,T1
03:40.4,0.4,灭火器把手,2.84,0.69,0.5,2.812,0.307,0.579,T1
03:40.5,0.4,油箱顶部,2.86,0.42,0.25,2.818,0.321,0.587,T1
03:40.5,0.4,灭火器把手,2.84,0.69,0.5,2.818,0.321,0.587,T1
03:40.6,0.4,油箱顶部,2.86,0.42,0.25,2.805,0.333,0.611,T1
03:40.6,0.4,灭火器把手,2.84,0.69,0.5,2.805,0.333,0.611,T1
03:40.6,0.4,油箱顶部,2.86,0.42,0.25,3.163,0.403,0.011,T0
03:40.7,0.4,油箱顶部,2.86,0.42,0.25,2.784,0.339,0.627,T1
03:40.7,0.4,灭火器把手,2.84,0.69,0.5,2.784,0.339,0.627,T1
03:40.7,0.4,油箱顶部,2.86,0.42,0.25,3.137,0.407,0.055,T0
03:40.8,0.4,灭火器把手,2.84,0.69,0.5,2.743,0.34,0.644,T1
03:40.8,0.4,油箱顶部,2.86,0.42,0.25,3.107,0.409,0.107,T0
03:40.9,0.4,灭火器把手,2.84,0.69,0.5,2.699,0.356,0.645,T1
03:40.9,0.4,油箱顶部,2.86,0.42,0.25,3.075,0.401,0.176,T0
03:41.0,0.4,油箱顶部,2.86,0.42,0.25,2.679,0.319,0.578,T1
03:41.0,0.4,油箱顶部,2.86,0.42,0.25,3.036,0.388,0.259,T0
03:41.1,0.4,油箱顶部,2.86,0.42,0.25,2.986,0.372,0.352,T0
03:41.1,0.4,灭火器把手,2.84,0.69,0.5,2.986,0.372,0.352,T0
03:41.2,0.4,油箱顶部,2.86,0.42,0.25,2.91,0.348,0.443,T0
03:41.2,0.4,灭火器把手,2.84,0.69,0.5,2.91,0.348,0.443,T0
03:41.3,0.4,油箱顶部,2.86,0.42,0.25,2.826,0.324,0.507,T0
03:41.3,0.4,灭火器把手,2.84,0.69,0.5,2.826,0.324,0.507,T0
03:41.4,0.4,油箱顶部,2.86,0.42,0.25,2.734,0.221,0.571,T0
03:50.2,0.4,焊把钳下端,3.02,1.15,1.56,2.771,0.901,1.448,T0
03:50.3,0.4,焊把钳下端,3.02,1.15,1.56,2.764,0.983,1.514,T0
03:50.4,0.4,焊把钳下端,3.02,1.15,1.56,2.773,1.06,1.581,T0
03:50.5,0.4,焊把钳下端,3.02,1.15,1.56,2.813,1.113,1.609,T0
03:50.6,0.4,焊把钳下端,3.02,1.15,1.56,2.848,1.161,1.618,T0
03:50.7,0.4,焊把钳下端,3.02,1.15,1.56,2.853,1.235,1.619,T0
03:50.7,0.4,接地夹下端,3.02,1.53,1.61,2.853,1.235,1.619,T0
03:50.8,0.4,焊把钳下端,3.02,1.15,1.56,2.82,1.341,1.618,T0
03:50.8,0.4,接地夹下端,3.02,1.53,1.61,2.82,1.341,1.618,T0
03:50.9,0.4,接地夹下端,3.02,1.53,1.61,2.765,1.455,1.607,T0
03:51.0,0.4,接地夹下端,3.02,1.53,1.61,2.66,1.606,1.591,T0
04:02.9,0.4,焊把钳下端,3.02,1.15,1.56,3.097,0.839,1.404,T0
04:03.0,0.4,焊把钳下端,3.02,1.15,1.56,3.093,0.973,1.442,T0
04:03.1,0.4,焊把钳下端,3.02,1.15,1.56,3.025,1.159,1.487,T0
04:03.1,0.4,接地夹下端,3.02,1.53,1.61,3.025,1.159,1.487,T0
04:03.2,0.4,焊把钳下端,3.02,1.15,1.56,2.888,1.395,1.518,T0
04:03.2,0.4,接地夹下端,3.02,1.53,1.61,2.888,1.395,1.518,T0
04:03.3,0.4,接地夹下端,3.02,1.53,1.61,2.704,1.657,1.52,T0
04:03.8,0.4,焊机电源,1.45,2.1,0.39,1.258,2.375,0.548,T1
04:03.9,0.4,焊机电源,1.45,2.1,0.39,1.348,2.26,0.704,T1
04:12.4,0.4,焊机电源,1.45,2.1,0.39,1.139,2.346,0.399,T0
04:12.5,0.4,焊机电源,1.45,2.1,0.39,1.22,2.268,0.605,T0
04:18.5,0.4,接地夹下端,3.02,1.53,1.61,2.669,1.493,1.431,T1
04:18.6,0.4,接地夹下端,3.02,1.53,1.61,2.789,1.523,1.409,T1
04:18.7,0.4,接地夹下端,3.02,1.53,1.61,2.915,1.559,1.379,T1
04:18.8,0.4,接地夹下端,3.02,1.53,1.61,3.016,1.601,1.333,T1
04:18.8,0.4,接地夹下端,3.02,1.53,1.61,2.717,1.52,1.426,T0
04:18.9,0.4,接地夹下端,3.02,1.53,1.61,3.107,1.628,1.286,T1
04:18.9,0.4,接地夹下端,3.02,1.53,1.61,2.813,1.532,1.462,T0
04:19.0,0.4,接地夹下端,3.02,1.53,1.61,2.909,1.538,1.489,T0
04:19.1,0.4,焊把钳下端,3.02,1.15,1.56,3.006,1.538,1.503,T0
04:19.1,0.4,接地夹下端,3.02,1.53,1.61,3.006,1.538,1.503,T0
04:19.2,0.4,接地夹下端,3.02,1.53,1.61,3.147,1.526,1.493,T0
04:19.3,0.4,接地夹下端,3.02,1.53,1.61,3.316,1.489,1.451,T0
04:29.2,0.4,焊把钳下端,3.02,1.15,1.56,2.969,1.198,1.9,T0
04:29.3,0.4,焊把钳下端,3.02,1.15,1.56,2.925,1.259,1.843,T0
04:29.3,0.4,接地夹下端,3.02,1.53,1.61,2.925,1.259,1.843,T0
04:29.4,0.4,焊把钳下端,3.02,1.15,1.56,2.838,1.334,1.794,T0
04:29.4,0.4,接地夹下端,3.02,1.53,1.61,2.838,1.334,1.794,T0
04:29.5,0.4,接地夹下端,3.02,1.53,1.61,2.748,1.397,1.746,T0
04:29.6,0.4,接地夹下端,3.02,1.53,1.61,2.677,1.456,1.7,T0
04:34.1,0.4,墙壁电源,2.44,2.57,0.97,2.636,2.409,1.049,T0
04:34.2,0.4,墙壁电源,2.44,2.57,0.97,2.587,2.565,0.988,T0
04:34.3,0.4,墙壁电源,2.44,2.57,0.97,2.509,2.768,0.803,T0
04:35.4,0.4,墙壁电源,2.44,2.57,0.97,2.5,2.92,1.132,T0
04:35.5,0.4,墙壁电源,2.44,2.57,0.97,2.527,2.84,1.18,T0
04:35.6,0.4,墙壁电源,2.44,2.57,0.97,2.547,2.783,1.201,T0
04:35.7,0.4,墙壁电源,2.44,2.57,0.97,2.556,2.744,1.203,T0
04:35.8,0.4,墙壁电源,2.44,2.57,0.97,2.549,2.721,1.193,T0
04:35.9,0.4,墙壁电源,2.44,2.57,0.97,2.531,2.709,1.177,T0
04:36.0,0.4,墙壁电源,2.44,2.57,0.97,2.502,2.709,1.157,T0
04:36.1,0.4,墙壁电源,2.44,2.57,0.97,2.461,2.72,1.127,T0
04:36.2,0.4,墙壁电源,2.44,2.57,0.97,2.363,2.702,0.634,T1
04:36.2,0.4,墙壁电源,2.44,2.57,0.97,2.415,2.734,1.094,T0
04:36.3,0.4,墙壁电源,2.44,2.57,0.97,2.37,2.748,1.065,T0
04:36.4,0.4,墙壁电源,2.44,2.57,0.97,2.303,2.644,0.654,T1
04:36.4,0.4,墙壁电源,2.44,2.57,0.97,2.325,2.764,1.034,T0
04:36.5,0.4,墙壁电源,2.44,2.57,0.97,2.331,2.623,0.684,T1
04:36.5,0.4,墙壁电源,2.44,2.57,0.97,2.283,2.782,0.999,T0
04:36.6,0.4,墙壁电源,2.44,2.57,0.97,2.36,2.604,0.711,T1
04:36.6,0.4,墙壁电源,2.44,2.57,0.97,2.243,2.802,0.961,T0
04:36.7,0.4,墙壁电源,2.44,2.57,0.97,2.387,2.588,0.725,T1
04:36.7,0.4,墙壁电源,2.44,2.57,0.97,2.213,2.816,0.927,T0
04:36.8,0.4,墙壁电源,2.44,2.57,0.97,2.41,2.576,0.725,T1
04:36.8,0.4,墙壁电源,2.44,2.57,0.97,2.186,2.83,0.892,T0
04:36.9,0.4,墙壁电源,2.44,2.57,0.97,2.433,2.566,0.716,T1
04:37.0,0.4,墙壁电源,2.44,2.57,0.97,2.454,2.554,0.714,T1
04:37.1,0.4,墙壁电源,2.44,2.57,0.97,2.474,2.541,0.718,T1
04:37.2,0.4,墙壁电源,2.44,2.57,0.97,2.491,2.528,0.72,T1
04:37.3,0.4,墙壁电源,2.44,2.57,0.97,2.507,2.515,0.727,T1
04:37.4,0.4,墙壁电源,2.44,2.57,0.97,2.521,2.504,0.734,T1
04:37.5,0.4,墙壁电源,2.44,2.57,0.97,2.534,2.493,0.744,T1
04:37.6,0.4,墙壁电源,2.44,2.57,0.97,2.547,2.483,0.755,T1
04:37.7,0.4,墙壁电源,2.44,2.57,0.97,2.558,2.472,0.769,T1
04:37.8,0.4,墙壁电源,2.44,2.57,0.97,2.572,2.461,0.783,T1
04:37.9,0.4,墙壁电源,2.44,2.57,0.97,2.58,2.453,0.796,T1
04:38.0,0.4,墙壁电源,2.44,2.57,0.97,2.588,2.445,0.81,T1
04:38.1,0.4,墙壁电源,2.44,2.57,0.97,2.597,2.438,0.821,T1
