时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号
04:38.2,0.4,墙壁电源,2.44,2.57,0.97,2.605,2.431,0.828,T1
04:38.3,0.4,墙壁电源,2.44,2.57,0.97,2.614,2.428,0.83,T1
04:38.4,0.4,墙壁电源,2.44,2.57,0.97,2.621,2.426,0.829,T1
04:38.5,0.4,墙壁电源,2.44,2.57,0.97,2.633,2.422,0.831,T1
04:38.6,0.4,墙壁电源,2.44,2.57,0.97,2.644,2.419,0.831,T1
04:38.7,0.4,墙壁电源,2.44,2.57,0.97,2.634,2.44,0.826,T1
04:38.7,0.4,墙壁电源,2.44,2.57,0.97,2.114,2.649,1.122,T0
04:38.8,0.4,墙壁电源,2.44,2.57,0.97,2.606,2.48,0.812,T1
04:38.8,0.4,墙壁电源,2.44,2.57,0.97,2.095,2.678,1.081,T0
04:38.9,0.4,墙壁电源,2.44,2.57,0.97,2.579,2.515,0.803,T1
04:39.0,0.4,墙壁电源,2.44,2.57,0.97,2.55,2.549,0.796,T1
04:39.1,0.4,墙壁电源,2.44,2.57,0.97,2.518,2.583,0.784,T1
04:39.2,0.4,墙壁电源,2.44,2.57,0.97,2.486,2.615,0.772,T1
04:39.3,0.4,墙壁电源,2.44,2.57,0.97,2.477,2.618,0.767,T1
04:39.4,0.4,墙壁电源,2.44,2.57,0.97,2.488,2.599,0.773,T1
04:39.5,0.4,墙壁电源,2.44,2.57,0.97,2.499,2.583,0.775,T1
04:39.6,0.4,墙壁电源,2.44,2.57,0.97,2.517,2.566,0.788,T1
04:39.7,0.4,墙壁电源,2.44,2.57,0.97,2.553,2.549,0.815,T1
04:39.8,0.4,墙壁电源,2.44,2.57,0.97,2.589,2.535,0.84,T1
04:39.9,0.4,墙壁电源,2.44,2.57,0.97,2.617,2.524,0.86,T1
04:40.0,0.4,墙壁电源,2.44,2.57,0.97,2.637,2.516,0.873,T1
04:40.1,0.4,墙壁电源,2.44,2.57,0.97,2.656,2.506,0.882,T1
04:40.2,0.4,墙壁电源,2.44,2.57,0.97,2.68,2.495,0.882,T1
04:40.3,0.4,墙壁电源,2.44,2.57,0.97,2.68,2.477,0.876,T1
04:40.4,0.4,墙壁电源,2.44,2.57,0.97,2.675,2.455,0.881,T1
04:40.5,0.4,墙壁电源,2.44,2.57,0.97,2.677,2.422,0.905,T1
04:40.6,0.4,墙壁电源,2.44,2.57,0.97,2.672,2.385,0.937,T1
04:40.7,0.4,墙壁电源,2.44,2.57,0.97,2.658,2.345,0.972,T1
04:40.8,0.4,墙壁电源,2.44,2.57,0.97,2.627,2.298,1.01,T1
04:40.9,0.4,墙壁电源,2.44,2.57,0.97,2.597,2.252,1.044,T1
04:41.2,0.4,墙壁电源,2.44,2.57,0.97,2.427,2.929,0.822,T0
04:46.4,0.4,焊机电源,1.45,2.1,0.39,1.359,2.474,0.493,T0
04:47.2,0.4,焊机电源,1.45,2.1,0.39,1.452,2.356,0.52,T0
04:47.3,0.4,焊机电源,1.45,2.1,0.39,1.456,2.352,0.265,T0
04:49.7,0.4,焊机电源,1.45,2.1,0.39,1.49,2.41,0.232,T0
04:49.8,0.4,焊机电源,1.45,2.1,0.39,1.515,2.426,0.258,T0
04:49.9,0.4,焊机电源,1.45,2.1,0.39,1.54,2.455,0.543,T0
04:53.3,0.4,焊机电源,1.45,2.1,0.39,1.583,2.348,0.596,T0
04:53.4,0.4,焊机电源,1.45,2.1,0.39,1.49,2.395,0.483,T0
04:53.5,0.4,焊机电源,1.45,2.1,0.39,1.385,2.46,0.37,T0
04:54.5,0.4,焊机电源,1.45,2.1,0.39,1.137,2.264,0.39,T0
04:54.6,0.4,焊机电源,1.45,2.1,0.39,1.181,2.162,0.532,T0
04:54.7,0.4,焊机电源,1.45,2.1,0.39,1.227,2.061,0.687,T0
04:54.9,0.4,电压电流旋钮,1.56,1.5,0.37,1.617,1.369,0.741,T1
04:55.6,0.4,焊机电源,1.45,2.1,0.39,1.107,2.067,0.547,T0
04:58.8,0.4,电压电流旋钮,1.56,1.5,0.37,1.352,1.3,0.582,T1
04:58.9,0.4,电压电流旋钮,1.56,1.5,0.37,1.356,1.333,0.542,T1
04:59.0,0.4,电压电流旋钮,1.56,1.5,0.37,1.34,1.382,0.471,T1
04:59.1,0.4,电压电流旋钮,1.56,1.5,0.37,1.333,1.411,0.438,T1
04:59.2,0.4,电压电流旋钮,1.56,1.5,0.37,1.335,1.428,0.413,T1
04:59.3,0.4,电压电流旋钮,1.56,1.5,0.37,1.212,1.589,0.493,T1
04:59.4,0.4,电压电流旋钮,1.56,1.5,0.37,1.213,1.605,0.457,T1
04:59.5,0.4,电压电流旋钮,1.56,1.5,0.37,1.23,1.604,0.431,T1
04:59.6,0.4,电压电流旋钮,1.56,1.5,0.37,1.267,1.575,0.453,T1
04:59.7,0.4,电压电流旋钮,1.56,1.5,0.37,1.293,1.565,0.456,T1
04:59.8,0.4,电压电流旋钮,1.56,1.5,0.37,1.323,1.542,0.494,T1
04:59.9,0.4,电压电流旋钮,1.56,1.5,0.37,1.358,1.47,0.61,T1
05:00.0,0.4,电压电流旋钮,1.56,1.5,0.37,1.41,1.429,0.697,T1
05:01.6,0.4,焊把钳下端,3.02,1.15,1.56,2.835,0.961,1.614,T1
05:01.7,0.4,焊把钳下端,3.02,1.15,1.56,2.916,1.085,1.574,T1
05:01.8,0.4,焊把钳下端,3.02,1.15,1.56,2.985,1.206,1.526,T1
05:01.8,0.4,接地夹下端,3.02,1.53,1.61,2.985,1.206,1.526,T1
05:01.8,0.4,接地夹下端,3.02,1.53,1.61,2.672,1.435,1.708,T0
05:01.9,0.4,焊把钳下端,3.02,1.15,1.56,3.055,1.32,1.478,T1
05:01.9,0.4,接地夹下端,3.02,1.53,1.61,3.055,1.32,1.478,T1
05:01.9,0.4,焊把钳下端,3.02,1.15,1.56,2.877,1.402,1.692,T0
05:01.9,0.4,接地夹下端,3.02,1.53,1.61,2.877,1.402,1.692,T0
05:02.0,0.4,焊把钳下端,3.02,1.15,1.56,3.102,1.412,1.437,T1
05:02.0,0.4,接地夹下端,3.02,1.53,1.61,3.102,1.412,1.437,T1
05:02.0,0.4,焊把钳下端,3.02,1.15,1.56,3.071,1.379,1.662,T0
05:02.0,0.4,接地夹下端,3.02,1.53,1.61,3.071,1.379,1.662,T0
05:02.1,0.4,接地夹下端,3.02,1.53,1.61,3.191,1.471,1.391,T1
05:02.1,0.4,焊把钳下端,3.02,1.15,1.56,3.257,1.371,1.624,T0
05:02.1,0.4,接地夹下端,3.02,1.53,1.61,3.257,1.371,1.624,T0
05:02.2,0.4,接地夹下端,3.02,1.53,1.61,3.28,1.519,1.347,T1
05:04.3,0.4,焊把钳下端,3.02,1.15,1.56,3.29,1.28,1.814,T0
05:04.4,0.4,焊把钳下端,3.02,1.15,1.56,3.236,1.28,1.82,T0
05:04.4,0.4,接地夹下端,3.02,1.53,1.61,3.236,1.28,1.82,T0
05:04.5,0.4,焊把钳下端,3.02,1.15,1.56,3.153,1.279,1.829,T0
05:04.5,0.4,接地夹下端,3.02,1.53,1.61,3.153,1.279,1.829,T0
05:04.6,0.4,焊把钳下端,3.02,1.15,1.56,3.088,1.279,1.831,T0
05:04.6,0.4,接地夹下端,3.02,1.53,1.61,3.088,1.279,1.831,T0
05:04.7,0.4,焊把钳下端,3.02,1.15,1.56,3.042,1.28,1.829,T0
05:04.7,0.4,接地夹下端,3.02,1.53,1.61,3.042,1.28,1.829,T0
05:04.8,0.4,焊把钳下端,3.02,1.15,1.56,3.005,1.28,1.829,T0
05:04.8,0.4,接地夹下端,3.02,1.53,1.61,3.005,1.28,1.829,T0
05:04.9,0.4,焊把钳下端,3.02,1.15,1.56,2.975,1.281,1.826,T0
05:04.9,0.4,接地夹下端,3.02,1.53,1.61,2.975,1.281,1.826,T0
05:05.0,0.4,焊把钳下端,3.02,1.15,1.56,2.974,1.283,1.823,T0
05:05.0,0.4,接地夹下端,3.02,1.53,1.61,2.974,1.283,1.823,T0
05:05.1,0.4,焊把钳下端,3.02,1.15,1.56,2.943,1.325,1.839,T0
05:05.1,0.4,接地夹下端,3.02,1.53,1.61,2.943,1.325,1.839,T0
05:05.2,0.4,焊把钳下端,3.02,1.15,1.56,2.979,1.33,1.834,T0
05:05.2,0.4,接地夹下端,3.02,1.53,1.61,2.979,1.33,1.834,T0
05:05.3,0.4,焊把钳下端,3.02,1.15,1.56,3.04,1.336,1.827,T0
05:05.3,0.4,接地夹下端,3.02,1.53,1.61,3.04,1.336,1.827,T0
05:05.4,0.4,焊把钳下端,3.02,1.15,1.56,3.093,1.345,1.817,T0
05:05.4,0.4,接地夹下端,3.02,1.53,1.61,3.093,1.345,1.817,T0
05:05.5,0.4,焊把钳下端,3.02,1.15,1.56,3.159,1.352,1.807,T0
05:05.5,0.4,接地夹下端,3.02,1.53,1.61,3.159,1.352,1.807,T0
05:05.6,0.4,焊把钳下端,3.02,1.15,1.56,3.21,1.359,1.795,T0
05:05.6,0.4,接地夹下端,3.02,1.53,1.61,3.21,1.359,1.795,T0
05:05.7,0.4,接地夹下端,3.02,1.53,1.61,3.319,1.329,1.759,T0
05:07.5,0.4,焊把钳下端,3.02,1.15,1.56,3.202,1.183,1.821,T0
05:07.6,0.4,焊把钳下端,3.02,1.15,1.56,3.054,1.193,1.842,T0
05:07.7,0.4,焊把钳下端,3.02,1.15,1.56,3.378,1.323,1.582,T1
05:07.7,0.4,焊把钳下端,3.02,1.15,1.56,2.905,1.24,1.855,T0
05:07.7,0.4,接地夹下端,3.02,1.53,1.61,2.905,1.24,1.855,T0
05:07.8,0.4,焊把钳下端,3.02,1.15,1.56,3.232,1.209,1.681,T1
05:07.8,0.4,接地夹下端,3.02,1.53,1.61,3.232,1.209,1.681,T1
05:07.9,0.4,焊把钳下端,3.02,1.15,1.56,3.128,1.127,1.744,T1
05:08.0,0.4,焊把钳下端,3.02,1.15,1.56,3.074,1.061,1.752,T1
05:08.1,0.4,焊把钳下端,3.02,1.15,1.56,2.983,1.057,1.749,T1
05:08.2,0.4,焊把钳下端,3.02,1.15,1.56,2.915,1.08,1.726,T1
05:08.3,0.4,焊把钳下端,3.02,1.15,1.56,2.863,1.116,1.693,T1
05:08.4,0.4,焊把钳下端,3.02,1.15,1.56,2.795,1.138,1.663,T1
05:08.5,0.4,焊把钳下端,3.02,1.15,1.56,2.712,1.151,1.635,T1
05:12.2,0.4,焊把钳下端,3.02,1.15,1.56,3.124,0.903,1.273,T1
05:16.1,0.4,待焊钢板,0.81,0.46,0,0.876,0.145,0.086,T1
05:16.2,0.4,待焊钢板,0.81,0.46,0,0.872,0.154,-0.133,T1
05:16.8,0.4,待焊钢板,0.81,0.46,0,0.881,0.212,-0.299,T1
05:16.9,0.4,待焊钢板,0.81,0.46,0,0.885,0.216,-0.25,T1
05:17.0,0.4,待焊钢板,0.81,0.46,0,0.888,0.219,-0.189,T1
05:17.1,0.4,待焊钢板,0.81,0.46,0,0.891,0.22,-0.135,T1
05:17.2,0.4,待焊钢板,0.81,0.46,0,0.89,0.228,-0.089,T1
05:17.3,0.4,待焊钢板,0.81,0.46,0,0.885,0.262,-0.053,T1
05:17.4,0.4,待焊钢板,0.81,0.46,0,0.883,0.267,-0.019,T1
05:17.5,0.4,待焊钢板,0.81,0.46,0,0.881,0.273,0,T1
05:17.6,0.4,待焊钢板,0.81,0.46,0,0.88,0.275,0,T1
05:17.7,0.4,待焊钢板,0.81,0.46,0,0.879,0.279,0,T1
05:17.8,0.4,待焊钢板,0.81,0.46,0,0.88,0.28,0,T1
05:17.9,0.4,待焊钢板,0.81,0.46,0,0.885,0.252,0,T1
05:18.0,0.4,待焊钢板,0.81,0.46,0,0.885,0.254,0,T1
05:18.1,0.4,待焊钢板,0.81,0.46,0,0.885,0.252,0,T1
05:18.2,0.4,待焊钢板,0.81,0.46,0,0.883,0.253,0,T1
05:18.3,0.4,待焊钢板,0.81,0.46,0,0.882,0.253,0,T1
05:18.4,0.4,待焊钢板,0.81,0.46,0,0.88,0.255,0,T1
05:18.5,0.4,待焊钢板,0.81,0.46,0,0.879,0.254,0,T1
05:18.6,0.4,待焊钢板,0.81,0.46,0,0.879,0.252,0,T1
05:18.7,0.4,待焊钢板,0.81,0.46,0,0.88,0.25,0,T1
05:18.8,0.4,待焊钢板,0.81,0.46,0,0.879,0.244,0,T1
05:18.9,0.4,待焊钢板,0.81,0.46,0,0.878,0.235,0,T1
05:19.0,0.4,待焊钢板,0.81,0.46,0,0.871,0.189,-0.032,T1
05:19.1,0.4,待焊钢板,0.81,0.46,0,0.857,0.138,-0.083,T1
05:19.2,0.4,待焊钢板,0.81,0.46,0,0.841,0.097,-0.159,T1
05:24.8,0.4,锤子,0.24,0.17,0,-0.002,0.158,-0.128,T1
05:24.9,0.4,锤子,0.24,0.17,0,0.043,0.223,0.038,T1
05:25.0,0.4,锤子,0.24,0.17,0,0.075,0.293,-0.001,T1
05:25.1,0.4,锤子,0.24,0.17,0,0.098,0.365,0.207,T1
05:25.4,0.4,待焊钢板,0.81,0.46,0,0.803,0.724,0.235,T0
05:25.8,0.4,面罩把手,0.24,0.83,0,0.5,0.939,0.068,T0
05:25.9,0.4,面罩把手,0.24,0.83,0,0.385,1.031,-0.051,T0
05:26.0,0.4,面罩把手,0.24,0.83,0,0.282,1.119,0.069,T0
05:27.2,0.4,锤子,0.24,0.17,0,0.43,0.358,0.223,T1
05:27.3,0.4,待焊钢板,0.81,0.46,0,0.446,0.303,0.021,T1
05:27.3,0.4,锤子,0.24,0.17,0,0.446,0.303,0.021,T1
05:27.4,0.4,锤子,0.24,0.17,0,0.467,0.245,-0.163,T1
05:27.5,0.4,锤子,0.24,0.17,0,0.437,0.197,-0.162,T1
05:27.6,0.4,锤子,0.24,0.17,0,0.46,0.085,-0.296,T1
05:27.7,0.4,锤子,0.24,0.17,0,0.425,0.038,-0.117,T1
05:27.8,0.4,锤子,0.24,0.17,0,0.428,-0.038,-0.016,T1
05:27.9,0.4,锤子,0.24,0.17,0,0.421,-0.117,0.073,T1
05:34.4,0.4,待焊钢板,0.81,0.46,0,0.722,0.402,0.375,T1
05:34.5,0.4,待焊钢板,0.81,0.46,0,0.791,0.378,0.174,T1
05:34.6,0.4,待焊钢板,0.81,0.46,0,0.867,0.346,0.191,T1
05:34.7,0.4,待焊钢板,0.81,0.46,0,0.926,0.313,0.207,T1
05:34.8,0.4,待焊钢板,0.81,0.46,0,0.969,0.283,0.234,T1
05:34.9,0.4,待焊钢板,0.81,0.46,0,0.999,0.274,0.269,T1
05:37.6,0.4,焊把钳下端,3.02,1.15,1.56,3.081,0.988,1.237,T0
05:37.7,0.4,焊把钳下端,3.02,1.15,1.56,3.036,1.076,1.252,T0
05:37.8,0.4,焊把钳下端,3.02,1.15,1.56,2.984,1.196,1.246,T0
05:37.9,0.4,焊把钳下端,3.02,1.15,1.56,2.893,1.345,1.256,T0
05:48.9,0.4,墙壁电源,2.44,2.57,0.97,2.139,2.328,0.882,T0
05:49.0,0.4,墙壁电源,2.44,2.57,0.97,2.226,2.286,0.887,T0
05:49.1,0.4,墙壁电源,2.44,2.57,0.97,2.313,2.258,0.892,T0
05:49.2,0.4,墙壁电源,2.44,2.57,0.97,2.319,2.335,0.873,T0
05:49.3,0.4,墙壁电源,2.44,2.57,0.97,2.389,2.347,0.872,T0
05:49.4,0.4,墙壁电源,2.44,2.57,0.97,2.454,2.376,0.87,T0
05:49.5,0.4,墙壁电源,2.44,2.57,0.97,2.49,2.431,0.856,T0
05:49.6,0.4,墙壁电源,2.44,2.57,0.97,2.495,2.507,0.823,T0
05:49.7,0.4,墙壁电源,2.44,2.57,0.97,2.481,2.59,0.786,T0
05:49.8,0.4,墙壁电源,2.44,2.57,0.97,2.449,2.68,0.728,T0
05:49.9,0.4,墙壁电源,2.44,2.57,0.97,2.428,2.743,0.688,T0
05:50.0,0.4,墙壁电源,2.44,2.57,0.97,2.397,2.8,0.65,T0
05:51.0,0.4,墙壁电源,2.44,2.57,0.97,2.447,2.848,0.745,T0
05:51.1,0.4,墙壁电源,2.44,2.57,0.97,2.482,2.832,0.788,T0
05:51.2,0.4,墙壁电源,2.44,2.57,0.97,2.511,2.82,0.822,T0
05:51.3,0.4,墙壁电源,2.44,2.57,0.97,2.533,2.81,0.845,T0
05:51.4,0.4,墙壁电源,2.44,2.57,0.97,2.551,2.802,0.864,T0
05:51.5,0.4,墙壁电源,2.44,2.57,0.97,2.561,2.8,0.873,T0
05:51.6,0.4,墙壁电源,2.44,2.57,0.97,2.567,2.8,0.876,T0
05:51.7,0.4,墙壁电源,2.44,2.57,0.97,2.572,2.802,0.876,T0
05:51.8,0.4,墙壁电源,2.44,2.57,0.97,2.575,2.806,0.872,T0
05:51.9,0.4,墙壁电源,2.44,2.57,0.97,2.583,2.805,0.873,T0
05:52.0,0.4,墙壁电源,2.44,2.57,0.97,2.582,2.811,0.863,T0
05:52.1,0.4,墙壁电源,2.44,2.57,0.97,2.578,2.822,0.855,T0
05:52.2,0.4,墙壁电源,2.44,2.57,0.97,2.57,2.833,0.849,T0
05:52.3,0.4,墙壁电源,2.44,2.57,0.97,2.558,2.844,0.841,T0
05:52.4,0.4,墙壁电源,2.44,2.57,0.97,2.542,2.858,0.83,T0
05:52.5,0.4,墙壁电源,2.44,2.57,0.97,2.52,2.879,0.811,T0
05:52.6,0.4,墙壁电源,2.44,2.57,0.97,2.501,2.898,0.796,T0
05:52.7,0.4,墙壁电源,2.44,2.57,0.97,2.147,2.35,0.856,T1
05:52.7,0.4,墙壁电源,2.44,2.57,0.97,2.485,2.91,0.784,T0
05:52.8,0.4,墙壁电源,2.44,2.57,0.97,2.198,2.294,0.896,T1
05:52.9,0.4,墙壁电源,2.44,2.57,0.97,2.241,2.246,0.924,T1
05:55.4,0.4,墙壁电源,2.44,2.57,0.97,2.408,2.76,0.735,T0
05:55.5,0.4,墙壁电源,2.44,2.57,0.97,2.46,2.674,0.861,T0
05:55.6,0.4,墙壁电源,2.44,2.57,0.97,2.488,2.588,0.952,T0
05:55.7,0.4,墙壁电源,2.44,2.57,0.97,2.498,2.508,1.019,T0
05:55.8,0.4,墙壁电源,2.44,2.57,0.97,2.488,2.434,1.066,T0
05:55.9,0.4,墙壁电源,2.44,2.57,0.97,2.469,2.366,1.105,T0
05:56.0,0.4,墙壁电源,2.44,2.57,0.97,2.454,2.304,1.142,T0
05:56.1,0.4,墙壁电源,2.44,2.57,0.97,2.448,2.247,1.184,T0
05:58.7,0.4,接地夹下端,3.02,1.53,1.61,2.634,1.482,1.66,T0
05:58.8,0.4,接地夹下端,3.02,1.53,1.61,2.692,1.457,1.671,T0
05:58.9,0.4,接地夹下端,3.02,1.53,1.61,2.758,1.44,1.68,T0
05:59.0,0.4,焊把钳下端,3.02,1.15,1.56,2.812,1.438,1.685,T0
05:59.0,0.4,接地夹下端,3.02,1.53,1.61,2.812,1.438,1.685,T0
05:59.1,0.4,焊把钳下端,3.02,1.15,1.56,2.851,1.436,1.7,T0
05:59.1,0.4,接地夹下端,3.02,1.53,1.61,2.851,1.436,1.7,T0
05:59.2,0.4,焊把钳下端,3.02,1.15,1.56,2.881,1.433,1.719,T0
05:59.2,0.4,接地夹下端,3.02,1.53,1.61,2.881,1.433,1.719,T0
05:59.3,0.4,焊把钳下端,3.02,1.15,1.56,2.91,1.428,1.741,T0
05:59.3,0.4,接地夹下端,3.02,1.53,1.61,2.91,1.428,1.741,T0
05:59.4,0.4,焊把钳下端,3.02,1.15,1.56,2.932,1.424,1.768,T0
05:59.4,0.4,接地夹下端,3.02,1.53,1.61,2.932,1.424,1.768,T0
05:59.6,0.4,焊把钳下端,3.02,1.15,1.56,2.942,1.418,1.794,T0
05:59.6,0.4,接地夹下端,3.02,1.53,1.61,2.942,1.418,1.794,T0
05:59.7,0.4,焊把钳下端,3.02,1.15,1.56,2.951,1.415,1.82,T0
05:59.7,0.4,接地夹下端,3.02,1.53,1.61,2.951,1.415,1.82,T0
05:59.8,0.4,焊把钳下端,3.02,1.15,1.56,2.96,1.412,1.846,T0
05:59.8,0.4,接地夹下端,3.02,1.53,1.61,2.96,1.412,1.846,T0
05:59.9,0.4,接地夹下端,3.02,1.53,1.61,2.975,1.411,1.87,T0
06:00.0,0.4,接地夹下端,3.02,1.53,1.61,2.989,1.411,1.891,T0
06:00.1,0.4,接地夹下端,3.02,1.53,1.61,3.004,1.412,1.908,T0
06:00.2,0.4,接地夹下端,3.02,1.53,1.61,3.017,1.414,1.919,T0
06:00.3,0.4,接地夹下端,3.02,1.53,1.61,3.028,1.413,1.926,T0
06:00.4,0.4,接地夹下端,3.02,1.53,1.61,3.043,1.41,1.928,T0
06:00.5,0.4,接地夹下端,3.02,1.53,1.61,3.056,1.405,1.927,T0
06:00.6,0.4,接地夹下端,3.02,1.53,1.61,3.071,1.402,1.922,T0
06:00.7,0.4,接地夹下端,3.02,1.53,1.61,3.084,1.4,1.917,T0
06:00.8,0.4,接地夹下端,3.02,1.53,1.61,3.096,1.399,1.912,T0
06:00.9,0.4,接地夹下端,3.02,1.53,1.61,3.109,1.397,1.906,T0
06:01.0,0.4,接地夹下端,3.02,1.53,1.61,3.121,1.395,1.901,T0
06:01.1,0.4,接地夹下端,3.02,1.53,1.61,3.135,1.393,1.897,T0
06:01.2,0.4,接地夹下端,3.02,1.53,1.61,3.142,1.392,1.894,T0
06:01.3,0.4,接地夹下端,3.02,1.53,1.61,3.149,1.387,1.884,T0
06:01.4,0.4,接地夹下端,3.02,1.53,1.61,3.152,1.381,1.87,T0
06:01.5,0.4,接地夹下端,3.02,1.53,1.61,3.147,1.391,1.865,T0
06:01.6,0.4,接地夹下端,3.02,1.53,1.61,3.136,1.413,1.865,T0
06:01.7,0.4,接地夹下端,3.02,1.53,1.61,3.158,1.429,1.854,T0
06:01.8,0.4,接地夹下端,3.02,1.53,1.61,3.199,1.442,1.837,T0
06:01.9,0.4,接地夹下端,3.02,1.53,1.61,3.259,1.456,1.815,T0
06:02.0,0.4,接地夹下端,3.02,1.53,1.61,3.331,1.471,1.79,T0
06:04.4,0.4,接地夹下端,3.02,1.53,1.61,3.366,1.424,1.592,T0
06:04.5,0.4,焊把钳下端,3.02,1.15,1.56,3.292,1.413,1.594,T0
06:04.5,0.4,接地夹下端,3.02,1.53,1.61,3.292,1.413,1.594,T0
06:04.6,0.4,焊把钳下端,3.02,1.15,1.56,3.233,1.405,1.588,T0
06:04.6,0.4,接地夹下端,3.02,1.53,1.61,3.233,1.405,1.588,T0
06:04.7,0.4,焊把钳下端,3.02,1.15,1.56,3.187,1.395,1.577,T0
06:04.7,0.4,接地夹下端,3.02,1.53,1.61,3.187,1.395,1.577,T0
06:04.8,0.4,焊把钳下端,3.02,1.15,1.56,3.126,1.383,1.569,T0
06:04.8,0.4,接地夹下端,3.02,1.53,1.61,3.126,1.383,1.569,T0
06:04.9,0.4,焊把钳下端,3.02,1.15,1.56,3.079,1.376,1.561,T0
06:04.9,0.4,接地夹下端,3.02,1.53,1.61,3.079,1.376,1.561,T0
06:05.0,0.4,焊把钳下端,3.02,1.15,1.56,3.09,1.371,1.551,T0
06:05.0,0.4,接地夹下端,3.02,1.53,1.61,3.09,1.371,1.551,T0
06:05.1,0.4,焊把钳下端,3.02,1.15,1.56,3.146,1.369,1.533,T0
06:05.1,0.4,接地夹下端,3.02,1.53,1.61,3.146,1.369,1.533,T0
06:05.2,0.4,焊把钳下端,3.02,1.15,1.56,3.213,1.366,1.515,T0
06:05.2,0.4,接地夹下端,3.02,1.53,1.61,3.213,1.366,1.515,T0
06:05.3,0.4,焊把钳下端,3.02,1.15,1.56,3.305,1.371,1.492,T0
06:05.3,0.4,接地夹下端,3.02,1.53,1.61,3.305,1.371,1.492,T0
06:06.1,0.4,焊把钳下端,3.02,1.15,1.56,3.276,1.384,1.515,T0
06:06.1,0.4,接地夹下端,3.02,1.53,1.61,3.276,1.384,1.515,T0
06:06.2,0.4,焊把钳下端,3.02,1.15,1.56,3.068,1.406,1.552,T0
06:06.2,0.4,接地夹下端,3.02,1.53,1.61,3.068,1.406,1.552,T0
06:06.3,0.4,焊把钳下端,3.02,1.15,1.56,2.854,1.419,1.578,T0
06:06.3,0.4,接地夹下端,3.02,1.53,1.61,2.854,1.419,1.578,T0
06:06.4,0.4,接地夹下端,3.02,1.53,1.61,2.652,1.43,1.588,T0
06:10.2,0.4,锤子,0.24,0.17,0,0.069,-0.144,0.046,T1
06:10.3,0.4,锤子,0.24,0.17,0,0.039,-0.104,0.046,T1
06:10.4,0.4,锤子,0.24,0.17,0,0.047,-0.081,0,T1
06:10.5,0.4,锤子,0.24,0.17,0,0.029,-0.052,0,T1
06:10.6,0.4,锤子,0.24,0.17,0,0.019,-0.026,0,T1
06:10.7,0.4,锤子,0.24,0.17,0,0.012,-0.008,0,T1
06:10.8,0.4,锤子,0.24,0.17,0,0.011,0.005,0,T1
06:10.9,0.4,锤子,0.24,0.17,0,0.01,0.016,0,T1
06:11.0,0.4,锤子,0.24,0.17,0,0.012,0.023,0,T1
06:11.1,0.4,锤子,0.24,0.17,0,0.014,0.029,0,T1
06:11.2,0.4,锤子,0.24,0.17,0,0.018,0.033,0,T1
06:11.3,0.4,锤子,0.24,0.17,0,0.019,0.036,0,T1
06:11.4,0.4,锤子,0.24,0.17,0,0.018,0.04,0,T1
06:11.5,0.4,锤子,0.24,0.17,0,0.006,0.041,0,T1
06:11.6,0.4,锤子,0.24,0.17,0,-0.011,0.044,0,T1
06:11.7,0.4,锤子,0.24,0.17,0,-0.036,0.052,0,T1
06:11.8,0.4,锤子,0.24,0.17,0,-0.04,0.002,0.081,T1
06:11.9,0.4,锤子,0.24,0.17,0,-0.048,-0.029,0.154,T1
06:13.5,0.4,待焊钢板,0.81,0.46,0,1.014,0.18,0.192,T0
06:13.7,0.4,待焊钢板,0.81,0.46,0,1.028,0.166,0.023,T0
06:13.8,0.4,待焊钢板,0.81,0.46,0,1.026,0.165,0.01,T0
06:13.9,0.4,待焊钢板,0.81,0.46,0,1.024,0.163,0,T0
06:15.2,0.4,待焊钢板,0.81,0.46,0,0.997,0.172,0.172,T0
06:15.3,0.4,待焊钢板,0.81,0.46,0,0.991,0.192,-0.008,T0
06:15.5,0.4,待焊钢板,0.81,0.46,0,0.984,0.214,-0.186,T0
06:16.1,0.4,待焊钢板,0.81,0.46,0,1.011,0.256,-0.071,T0
06:16.2,0.4,待焊钢板,0.81,0.46,0,1.042,0.262,0.194,T0
